Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/3/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Macao SAR, China",MAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18421311,59.27553404,53.40573164,50.39181139,44.27616494,41.59596383,51.60736659,56.56164124,47.96624512,50.74099292,54.03857934,
Monaco,MCO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62742599,47.45425287,33.42086551,32.60135355,52.06723975,46.25159646,48.62470482,46.76907079,47.0876995,47.35231409,125.0671788,172.657052,
Mexico,MEX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,0.534090909,0.89861415,,0.72,0.889556714,0.633228908,0.382634694,0.931698092,1.940327581,1.986307548,2.002870715,4.102561162,6.133899088,8.369511742,12.23121865,15.71270317,32.81570272,38.20490076,40.11399494,24.67650309,25.18759557,25.97975676,31.29312364,17.42553256,25.66401919,17.68648639,16.68525555,13.46202451,16.80061128,21.91167137,27.25178691,35.71352529,37.78151844,21.08623658,39.11418905,42.95184945,34.62036678,43.715016,41.27415703,36.51080609,34.32582974,32.52782517,35.98376298,31.49941476,32.59377341,36.64475566,
Marshall Islands,MHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3984166,38.98163874,40.66481908,54.34763433,95.80739498,36.65966952,65.80319177,65.04250244,45.45159083,49.01903139,45.42890573,50.67824932,58.27683682,57.6199969,64.90771356,49.03265876,59.58924846,78.71198872,
North Macedonia,MKD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82329793,31.15555407,29.26858976,33.70848774,46.42814223,63.56043652,66.44063809,71.08029014,39.34127504,46.91993003,46.40940368,35.57359189,38.37866047,40.27057325,31.3234362,39.71825618,37.99325947,38.33526554,33.0342857,33.80383689,34.02281702,
Myanmar,MMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.44241249,20.49876104,18.33594538,41.06058649,23.11079739,20.62252742,19.85981915,23.07280094,28.00366104,,158.3453172,
Montenegro,MNE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29868744,,77.78721013,77.21634695,92.64907123,,,,,,,,,
Mongolia,MNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46217993,37.14387571,33.09741349,33.5834201,36.39995685,40.82271098,35.03502498,26.648004,21.20044017,24.59024399,32.58785281,32.20854368,35.85158679,70.54557856,97.16497149,46.66483816,72.10168826,77.49925242,68.10975932,61.5330663,72.74368375,66.93382408,60.28462184,60.093755,71.04614711,66.8277226,59.68106671,54.02668742,
Malawi,MWI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,61.1831673,51.77362321,74.79885408,56.95831821,77.41604258,53.58379071,56.71724163,65.36714186,102.1818369,108.7329549,115.4203632,150.433979,320.9915885,247.0831897,240.9728693,303.5674922,93.22534733,132.4161587,176.7664953,120.6483714,128.2342403,124.7235892,145.9262648,145.5908267,125.7663069,144.8024507,168.0671232,81.98778838,142.9955433,160.2598047,132.7810762,148.3853507,154.7858846,135.7752187,127.0849861,119.4296398,142.8251646,110.9331144,110.6201766,129.4066951,
North America,NAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,41.77092582,47.13858991,43.95932138,40.52752762,42.93941538,52.55254365,39.39958049,45.49695502,51.99708221,42.08509305,55.14208952,57.99471264,55.56324455,56.1779903,63.24892216,54.17244587,68.97034691,70.34998757,78.62840874,72.64060553,92.47903539,107.5689649,127.5992138,144.4237423,157.3842481,144.3808294,128.936123,102.151254,122.84873,132.1150917,130.0200117,140.4952783,138.6320909,77.31766818,105.6542784,116.6931492,100.8933883,114.6006862,139.8683504,146.8152679,134.8704568,145.0728478,163.2009952,145.4108167,156.9487284,190.911586,
Namibia,NAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855060844,5.353877583,4.753301667,11.87227945,16.58886525,11.0381903,17.2413811,7.732555432,4.230697115,2.476722126,1.399806187,1.395470197,1.673995609,1.971929731,1.963762323,0.565402493,0.347818196,0.010289875,0.009202212,,,,,21.79574919,22.60718053,17.99370559,20.80230391,17.64546511,
New Caledonia,NCL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720107474,8.799976996,17.65039668,24.89338638,23.06197071,18.90275532,4.951070582,,,2.497462112,,11.68635014,12.66233964,13.76801349,30.50899275,14.15777535,10.92286182,13.77321651,9.416535754,12.11394677,15.49841183,10.93139639,10.13613901,7.362536524,9.905001389,7.473943432,9.80130289,13.08865554,
Nicaragua,NIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,18.25447083,18.50345949,17.72853377,17.05132294,16.25072999,15.04433778,13.31086253,16.22462556,21.98928446,24.61600597,41.26817789,41.67718638,35.54654207,41.27326569,59.79238201,37.6418331,51.63252849,47.0417536,51.40831644,59.08256434,63.37617263,83.32208409,112.4319497,137.7102465,155.2524484,153.410299,116.5519471,84.68029234,84.23932562,81.81652287,86.50137638,106.2111919,112.6801739,40.83759766,64.163322,78.01677286,65.68605041,77.57695782,93.23593448,88.16428427,95.1556283,102.7630535,131.9277481,,,,
Norway,NOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,5.243090242,3.824001984,7.44045967,93.34203805,15.38232947,12.84519267,12.61595349,15.46195257,24.63638935,21.81272462,18.04936012,13.63548399,22.69974331,28.67845589,29.32782589,34.78329992,41.21888839,30.11151204,39.25201341,38.40888283,39.92901882,32.81934637,41.91232012,53.46829538,61.86088767,81.26923625,88.52256123,31.56437858,58.83969116,68.87077611,44.33950096,47.6470795,50.76446598,44.01389376,50.25789813,62.70069788,72.08748933,61.18589888,72.9855373,,
Nepal,NPL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,35.59940372,72.58850101,38.76994434,29.76909951,30.70810944,19.39497726,33.44926823,36.79246722,54.77398173,49.02429946,49.08266013,54.59099516,46.1735358,44.07822778,48.24780343,35.37067493,33.08145066,32.66150629,37.44977718,42.08771626,35.38390356,40.18022042,34.61328415,18.18475241,29.25417827,,,30.00459806,34.55174865,36.96507737,41.75482033,42.38993926,45.82787601,40.63758705,50.54466074,62.43594682,
OECD members,OED,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.03365877,30.79177097,26.06904407,23.03231075,24.75876604,28.78557567,26.33177095,30.19181975,36.36065634,34.45008074,46.78409144,53.07223716,55.06565392,59.68371103,68.1463401,50.27016656,56.01495321,49.25448657,59.17027,58.79364967,62.9021176,70.87692375,81.93996397,91.82300704,117.0069028,105.799339,92.26948324,74.3027345,87.92773533,93.2018635,97.59924088,110.2450569,108.8327133,57.14518234,81.91635756,87.39505797,72.60345477,83.83323329,101.4601235,100.8189626,104.6965257,108.6188499,125.5456031,106.9154724,122.0207799,146.9116431,
Oman,OMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89751124,16.51075031,17.23298412,19.92202611,47.32819624,31.37612892,26.78918613,21.41417488,20.88782589,,,38.09973911,49.12468338,43.27194035,63.40028377,33.80475662,46.43465564,43.56735804,34.66345348,34.65473181,40.88083915,40.80999081,52.24590975,30.99381765,26.34151627,20.52590041,19.44051005,21.71077694,
Other small states,OSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.41944098,24.72163969,15.59998434,18.41509379,18.90869125,8.712718436,11.1281101,8.077032754,6.169008955,,,42.31232718,37.74700744,32.71539516,45.74929441,13.73138532,18.96310064,21.4529076,15.24805676,,,,,,,,,,
Panama,PAN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964369604,8.132156252,8.679926579,12.96297835,20.37174971,32.97831182,28.70509156,22.70785018,20.81344754,23.81426874,23.51398,27.99236097,36.41539367,39.41975275,33.824687,28.08567057,28.47882796,28.35570125,30.79522264,31.02669572,27.56584993,27.55509661,24.35546608,23.42343074,24.15282616,24.09960665,25.78809394,25.82294311,
Peru,PER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64938991,17.78061082,24.09367326,18.84231765,18.81664448,20.88709565,24.05036992,27.06916422,31.73748048,45.1490505,67.91211088,31.41980219,59.31200847,70.05234504,47.66963318,53.26614749,40.252184,39.26495858,29.79669153,42.25674183,47.02112368,41.95261871,43.34418584,43.17796081,
Philippines,PHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.20894056,33.32469648,47.38345847,49.25008653,31.05145828,26.91971324,21.95234785,26.62677781,30.10663083,37.04965014,53.15332569,65.93953749,28.64733442,49.06922661,75.50101321,70.47587027,87.55199814,76.54743628,88.01862712,77.93210889,75.24102656,88.40740787,74.43031406,73.05870037,75.40827871,
Palau,PLW,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77304871,97.39944585,126.1517677,92.69112847,135.7840717,95.80869164,150.7287947,77.38010948,70.01675098,,13.78999256,14.26300151,7.912433694,7.915287491,7.393961103,,,,
Poland,POL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.207618747,5.227242979,7.614783072,11.7130133,17.394951,18.16250602,13.62802585,14.25636032,16.99524195,27.64722661,30.71378394,43.19194035,49.32544047,17.01910501,34.3299189,40.08982499,26.3632335,35.82293164,39.65811131,31.3299014,28.87577458,29.5073238,38.38644605,27.25668673,25.43707608,29.61187427,
Pre-demographic dividend,PRE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28886806,50.79133933,53.46162538,51.16191672,38.10546459,31.7854299,35.27573026,37.08923475,33.95289417,49.9085515,54.98572076,26.14720321,40.15535143,34.4360446,25.16742649,30.30143143,34.96734132,25.12992449,30.00951384,27.73641967,34.14815439,25.55932825,,,
Paraguay,PRY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.959179492,4.251985993,3.960053234,3.539634649,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10189174,10.50398739,12.79616355,11.76528489,11.62247984,16.88905303,61.67957547,36.14905671,30.14787558,24.90369884,29.37729572,25.30496307,24.87435299,23.4194489,24.02781991,22.78290457,23.89854284,22.00604983,24.12878224,22.94656132,21.93072052,22.1927413,
Pacific island small states,PSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.75400368,31.63440394,26.19839059,23.54588161,25.58494279,30.12602695,27.95660074,31.06465834,37.18477969,35.30220607,47.90477406,53.96600777,55.83727762,60.60445402,69.20849427,51.11309396,56.85868928,50.11215413,61.92313613,60.98172878,65.38940356,74.29799966,85.3966585,96.18629619,123.0940412,111.9402691,97.41647689,78.69579922,93.22818686,98.94032032,104.4466241,119.5640085,120.2534966,63.04518837,90.68093313,97.08078942,80.71615294,93.94900987,113.6300828,113.3968978,118.9956865,122.7294349,143.29867,122.1283876,141.3688854,170.705642,
French Polynesia,PYF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8139987,66.39241218,,,,,76.77655092,90.12517483,88.13929712,102.0376077,81.07434615,88.93416482,91.02192285,114.5296161,
Romania,ROU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855252512,0.872505509,0.976532012,2.730795365,5.403105309,5.88688062,14.62399583,16.10704956,20.68050328,17.55133855,7.068817822,7.508726297,8.352069362,7.280838257,,12.94812712,11.20954552,10.42211493,9.753897568,11.24032616,8.570623178,10.40171104,10.1499733,
Russian Federation,RUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.30233446,62.38341351,38.29830209,37.37454375,33.61682066,18.7412012,28.84072031,48.72007177,39.60266438,34.76172295,46.74933199,46.6467509,
Rwanda,RWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03629263,,
South Asia,SAS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98326833,24.57745518,32.20037428,49.74712034,55.49345615,65.65657,80.82345915,138.2677473,55.32930396,86.40679425,91.87414343,60.20089143,74.14790525,64.06969529,77.52448902,76.8291165,69.31130568,87.5484836,76.15987125,72.34725245,86.38547108,
Saudi Arabia,SAU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.27994417,66.90736159,50.48475591,50.73199898,62.59526928,63.87456709,64.35573045,69.59315201,65.55154739,60.78448966,299.4986171,345.353061,
Sudan,SDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,146.3896374,205.2570859,245.5526495,72.94439135,87.29893216,62.00965155,57.78321237,89.41855637,85.45640697,94.64085884,117.9191856,94.81015026,104.678721,93.8679306,218.9112969,181.960861,168.5486483,155.8151292,104.3084375,110.7996527,223.6587457,159.0707681,128.8364307,109.6692939,152.0835253,189.0680376,201.3493118,258.5516955,297.9832236,136.8584686,247.8707359,269.892024,214.1650965,259.2718036,242.0255018,239.1069543,207.7750927,200.8665021,229.3911945,182.2972252,185.7049186,189.0015479,
Solomon Islands,SLB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345417751,12.46998688,25.2738247,48.83666535,68.57095373,29.3804938,31.64741808,9.943598353,8.233320054,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9555766,109.7355227,94.98414757,92.47286663,68.9554376,98.34460808,,,,,101.4461465,107.8658781,119.1769102,,,,,,,,,,,,,,,
South Sudan,SSD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9555766,109.7355227,94.98414757,92.47286663,68.9554376,98.34460808,,,,,101.4461465,107.8658781,119.1769102,,,,,,,,,,,,,,,
Small states,SST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89517188,14.56032969,4.651289436,4.332133958,4.907632358,2.178724495,1.509896864,1.491593137,1.765826883,2.625461494,2.75967809,4.194232564,3.913389517,8.240298546,7.983481648,5.334144702,5.69559249,4.570820927,5.435022064,5.703960241,5.676006862,5.300785328,,,,,,,
Slovenia,SVN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032947117,13.47827479,12.56638504,15.27701767,16.57998949,23.74596022,24.07355808,28.11817694,21.81625591,38.45326279,60.04031688,21.15365911,24.00922254,19.55754858,12.26325211,13.90115237,14.72339818,15.03956629,13.99985886,11.75522725,13.00361603,13.41233669,14.58322906,15.73087578,
Sweden,SWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,2.654279358,2.909522968,8.045984239,9.789860033,8.652581744,9.085454351,13.2748604,16.25866351,28.8007954,23.51076891,32.68012085,42.0969486,38.45547187,48.15535601,54.70966805,35.14075894,35.39205841,27.46165013,47.19818981,52.07096137,64.55163764,82.39498852,98.71860374,102.9165025,136.1968394,124.9218987,97.57361257,67.12310276,86.70202697,,,,,,,,,,,,,,,,,,
