Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/3/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Eritrea,ERI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,28.92554831,20.25193666,,11.17116744,8.102992319,7.116473813,8.223491638,5.698124965,6.352965591,7.688580031,10.79086024,19.4675516,22.30297111,24.16628055,29.57202245,20.77107362,25.61115092,18.42148505,22.60013641,29.21128062,31.00679027,37.5089136,49.21100056,64.94719078,67.86816047,84.26641618,74.57483205,65.12240306,80.02756516,87.99100943,83.20163173,104.9600423,122.1052123,58.11468262,96.1828034,82.3864865,69.62789505,75.11514588,82.36779919,72.37926409,65.81011597,57.11551941,67.68252356,50.90311513,57.18097772,59.45159311,
Estonia,EST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,10.9014026,10.50913701,8.745753377,10.38924869,8.542483147,7.688458842,7.658458877,7.64090021,9.896278242,11.90720509,19.58680231,23.92784988,19.21425326,22.24667465,30.30954897,21.70658133,23.65620162,18.77882116,26.02990547,28.18689334,28.08143763,33.79817579,44.74294776,41.10425301,74.54382323,78.46034417,62.31819094,45.89250027,53.69185604,55.44257983,57.53243852,73.98695801,77.46689315,34.53014331,51.25685261,50.79223083,39.3143152,49.05474561,58.14235196,51.41508152,61.56499812,60.63898435,73.45643342,51.47415294,,,
Fragile and conflict affected situations,FCS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,5.226375675,8.109562456,78.79023395,10.47833473,15.90056229,21.81904488,28.01162911,25.87080782,16.06445545,11.11291492,10.62252945,26.36870867,37.00921691,21.55039117,31.45087392,39.91232452,72.15697168,30.16630054,26.30234891,15.74233061,10.8810361,10.93099404,10.30199883,,,,,,,,,,,,,,,,,
Fiji,FJI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,9.78292718,7.359218081,6.807208481,8.956316762,8.999722832,7.787965474,6.194030308,5.068743151,6.812248535,7.736850372,14.29950044,19.90241152,16.65413142,21.87694036,32.9840584,24.55816859,28.22028198,23.35839884,34.47117993,32.46243756,31.22510757,36.4903401,46.41831859,10.05587194,100.6563333,105.9308807,85.26525185,64.40715444,73.51002512,73.55563658,80.04356158,104.6418387,102.9974527,50.24758456,72.05724918,72.26387974,54.2363527,67.37741798,81.83449308,73.03647536,85.61524406,87.30601392,105.9404457,84.77200972,,,
Faroe Islands,FRO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,35.49184461,29.96227382,43.89182534,38.53361395,6.855621075,6.367971638,35.0545659,38.10341185,46.12513352,51.22643324,72.24322252,78.62569522,91.21654555,78.17925153,87.85564671,77.74164721,86.62235688,80.94560981,108.3753168,100.249025,98.79303568,120.3717448,132.4264466,138.8257341,174.9146619,154.6696094,130.3787845,103.9393464,117.952327,116.2185769,120.173525,139.5380714,124.3674212,63.7268224,115.6684341,107.8463347,109.9699057,121.6269554,141.6524846,116.497011,,,,,,,
Georgia,GEO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.046509646,34.88619404,25.80455513,23.91627479,16.39093627,18.54051295,11.91809444,10.03406684,5.268198378,5.675985428,8.385297554,5.404572482,5.677230703,3.718037169,9.671761705,9.918091868,9.317452088,9.155092167,7.876770479,,,,,,,,,13.20246651,
Gibraltar,GIB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.17626601,43.38744576,52.69733463,51.97533969,58.54583674,73.36810099,83.08512671,25.34357903,33.99623007,22.74679971,11.93617469,18.54178344,34.57161215,23.42423652,21.50389491,19.24069666,25.32222993,18.09523698,26.13990076,26.98775769,
Grenada,GRD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.75400368,31.63440394,26.19839059,23.54588161,25.58494279,30.12602695,27.95660074,31.06465834,37.18477969,35.30220607,47.90477406,53.96600777,55.83727762,60.60445402,70.01620447,51.1898575,56.98219103,50.10086865,62.14166827,61.44805774,64.90371314,73.74638233,84.59093478,94.79223424,121.3787072,109.890103,96.00490984,77.85163039,92.49946769,98.15953787,103.41125,118.3070798,118.5145673,61.82285954,89.7891939,96.31395662,79.41055084,92.1398975,110.8827352,110.5194376,115.2977946,119.1528441,138.2774472,117.444237,140.2504169,168.9619718,
"Hong Kong SAR, China",HKG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,80.61327594,90.86422359,66.97639487,70.60111821,98.64389837,135.17298,125.520612,67.16154438,65.39642982,70.4762,96.90188457,131.084655,106.8174103,124.6201213,112.7562492,108.3942839,137.0069924,164.9369346,319.925309,198.4417368,209.9544868,281.2587971,233.051079,203.4308338,366.8736065,363.141147,298.7386283,278.3631301,442.7917181,509.4406253,581.0424864,886.1146768,1254.465315,605.9697276,1076.935958,1185.857008,908.6162847,1078.304795,1124.705202,1109.256064,1029.425587,995.2169019,1274.789075,1055.816242,1349.45627,1777.282774,
Honduras,HND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.940032689,12.42112313,17.61532024,11.38102662,10.61769683,12.58555624,13.44607961,29.94163363,17.49064015,26.08364125,28.18405657,56.96871397,115.7993075,38.23684544,42.03591705,42.187649,35.57638637,,36.39503311,34.29564283,36.65097528,38.51483763,40.41770154,32.91083077,36.03238659,38.67967914,
Haiti,HTI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21178472,19.53789966,27.4660245,28.77425732,36.23926528,32.95292956,11.66293278,22.91660989,20.96337177,13.22577885,16.11636545,14.59078737,10.29063639,14.12987234,17.53626286,22.04833751,18.0205131,20.05415682,17.79518135,
IBRD only,IBD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.32108306,40.02324894,42.05802761,56.38590741,96.61269294,36.97146479,66.99447819,66.68818966,46.47397327,50.24621183,46.32527827,51.33642346,58.72454513,58.16451282,65.55211004,49.48999816,59.9619362,79.25357108,
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15664309,39.33392473,40.94869006,54.41697182,93.47775849,35.95748492,64.89441009,64.86266988,45.30619921,49.4969675,45.57342838,50.30906545,57.48344386,56.92964502,64.30479345,48.55384982,58.52555246,76.91207845,
IDA total,IDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82414263,20.60283933,17.69378845,22.080116,20.288194,13.68247508,9.60343618,,,,,26.24867586,25.07868834,23.63002868,38.31736722,16.77414129,17.9048995,18.88693905,13.6224919,,,,,,,,,,
Indonesia,IDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94131089,40.0216424,13.46472993,23.13136704,45.74575134,16.24793089,14.33362262,15.36689466,23.28171674,28.52029714,28.48445573,38.09588394,48.97842945,19.35614609,39.83495235,47.7275708,43.68649336,46.65394903,37.99064551,47.38662528,41.03725644,45.68924907,51.26792744,46.70240964,46.76274878,46.85852788,
IDA only,IDX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17481018,30.64669668,33.43813807,50.84668796,58.59764268,76.15231578,95.21515196,161.2395859,66.00307989,101.8945931,105.1829632,68.2701354,76.07723204,68.13424387,82.71716857,82.96155863,76.09808855,96.39882625,84.43839664,80.76575288,97.29269817,
Not classified,INX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.02062265,77.24713489,69.54234739,81.71280569,68.86157624,46.60913524,51.66088635,58.69433997,53.84546957,70.32003446,53.28259921,17.96709541,25.9221419,27.20352454,45.35219643,48.30465281,71.37789134,55.35568537,43.87242805,40.06423983,43.56835101,28.55688232,,,
"Iran, Islamic Rep.",IRN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,3.669657448,4.555119475,4.732883614,6.412980095,,,,,,,,,,,,,,,2.018711731,3.901646701,9.501943134,14.13943858,13.32633557,13.51439712,19.17200452,24.35007222,5.817554147,9.143156214,17.9388548,22.41614936,16.09179771,13.63677372,12.54281729,11.81383377,14.21324754,17.79789742,17.10333594,14.12899577,70.16919143,25.33510202,21.90720481,22.05633416,21.85006432,43.27885876,113.0131863,508.2233831,
Iraq,IRQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.80569303,31.23882022,38.9772274,34.05340365,53.96914051,49.06277162,42.82362532,33.68883749,53.44181641,65.62419369,83.33872706,101.929334,127.7118557,48.83957727,89.03800705,95.49005801,58.8243784,61.7103986,68.28316017,63.79440412,80.38635576,66.43332969,64.49454544,49.76655613,58.9785219,63.41215138,
Italy,ITA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,4.743169428,,2.393632859,3.112642734,3.266526804,5.309542217,5.562373206,4.663628763,4.719392825,5.873955959,12.86257852,21.89950167,14.93665249,15.18789139,18.24311664,12.59419886,13.24268101,9.366989298,13.64369672,16.91847676,17.83683369,19.5512156,27.75349308,0.023167546,58.14541835,67.00783402,45.15896413,37.36582683,38.972687,43.70572047,42.94831049,52.65334588,48.46294685,21.67548754,29.81224887,25.04840322,18.80119836,23.08754509,28.73408594,27.16511692,,,,,,,
Jamaica,JAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.05298671,33.32560373,21.14123851,26.2999814,27.27619946,24.27737007,28.41546551,39.42981208,51.31750734,62.11563808,,,,,,,,29.38113753,34.67621688,,23.4090195,21.13059679,41.57810016,45.95424968,63.50797728,76.64667221,99.60002858,84.71416112,
Jordan,JOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.6757243,158.4219033,129.7041759,113.7489595,92.07046018,85.24689003,74.7782575,69.35276591,65.96107021,61.60035029,57.60504924,52.43160895,46.7537751,41.20577857,
Japan,JPN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.18843653,30.86194491,2.984485477,3.373889037,27.40479419,34.30591658,34.28604706,36.79141092,43.90234879,48.87902007,67.78664937,85.79506818,107.6421364,123.353645,139.4599746,93.47922715,83.85449627,57.68621165,65.24932244,71.86116012,63.93049877,61.3344218,46.41945903,59.52496065,96.10364912,63.54657004,51.76404889,49.47108015,65.34036997,72.70774749,94.64829205,100.2695918,94.5667556,61.01428462,62.50281409,66.46512413,53.35006006,55.46285383,87.1619933,89.40166166,110.123633,99.03315164,126.2021994,105.1406149,120.8410859,133.2951571,
Kazakhstan,KAZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.651459233,,,,5.233840525,7.867690298,9.134946807,18.43134323,53.93364805,39.46356191,17.43969487,24.22139822,18.01635106,11.70000445,11.31863557,11.08384628,10.37571102,18.9230309,29.25532215,27.31214972,20.63413129,24.7553562,26.42142933,
Kenya,KEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4829421,42.62224451,22.30198189,14.93475961,13.82320278,14.8188603,,9.880792722,8.049433253,10.8862023,28.06370591,24.17451699,34.06993723,44.0573428,41.7564882,30.23834416,25.89733291,31.84821688,21.76814195,,,,,,,,24.96671795,21.25664539,
Kyrgyz Republic,KGZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,8.053128574,5.854494229,5.791959295,5.625043095,4.998612076,6.381258272,7.286375667,11.9175719,22.32750832,47.27087054,56.89515259,38.92508844,29.17478562,30.28226398,35.547726,41.36559802,32.11437914,22.80049184,7.350772443,29.8940943,61.5316061,29.72384854,42.71286847,39.9694438,46.88333488,54.00139638,76.80071529,79.22435276,95.7353611,44.95179454,88.41612826,95.44121919,79.48624343,92.2554737,90.06075817,81.70481531,83.99660478,83.62985712,109.1056282,81.96191573,89.91278314,132.3464403,
Kuwait,KWT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85655716,40.06964797,47.69994188,60.11855853,97.69645264,87.76131284,66.45803863,51.60019464,64.87567773,82.49146556,127.3099479,122.6527177,128.3688347,105.4301686,,,,,,,,,83.89260425,,,,86.74355384,100.0251173,
Latin America & Caribbean (excluding high income),LAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81758563,21.88659178,18.3331666,27.27637701,33.02678941,37.90412609,46.66445701,65.02843537,27.89648859,59.33873789,57.0262106,40.2981109,45.04925426,38.16934822,32.66325877,26.67361349,34.35882929,38.38451131,36.27610698,44.75339596,51.66745855,
Lao PDR,LAO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50154831,17.03924948,13.86313669,10.87541757,9.004792275,6.957605142,6.925822163,7.05943204,10.42678608,22.37412063,36.97982698,43.28254054,32.9118363,36.29935422,33.02825071,22.65913156,20.62530693,22.75639194,23.55359113,22.79411363,23.70120792,21.6712665,17.62279104,14.88978334,21.13629822,
Liberia,LBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.06561938,23.11771432,19.85148033,31.39576301,37.62266913,41.73195686,50.26384007,67.82000347,30.03464881,62.7308929,61.69886016,43.55783075,48.73200667,41.13969431,35.46038198,29.49977121,37.20002498,42.15297346,39.1839147,46.17624611,52.78773276,
Least developed countries: UN classification,LDC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11750657,6.577381802,8.454290883,10.16180194,14.35813833,17.69870736,23.43701947,27.47136083,23.3481051,10.52701714,22.69436256,33.97879936,28.68789147,24.0946582,24.42390165,28.67507889,24.43490082,21.22292209,20.08929228,16.48257578,17.66055342,18.72533831,
Lower middle income,LMC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.96435097,18.83500336,21.23912973,,37.98633285,43.67768828,54.01545215,86.68388426,34.61422457,54.45564884,58.16543659,40.94058425,47.22405361,46.48995186,50.25409764,49.70553557,48.15137381,61.4011015,55.49155801,58.79655655,79.25039857,
Low & middle income,LMY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37792684,38.96955729,40.65362031,54.30470102,95.80739498,36.65966952,65.80319177,65.04250244,45.41813902,49.01903139,45.42890573,50.67824932,58.27683682,57.6199969,64.90771356,49.03265876,59.57909425,78.71198872,
Lesotho,LSO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89908068,38.9426447,36.92164591,53.27473184,100.7733926,35.90069656,66.63420368,65.07560368,45.2679359,47.01140714,43.80485075,49.66696034,61.4778873,59.82430403,64.21320621,46.15861739,58.47038442,76.11529659,
Lithuania,LTU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,25.61366062,23.36730994,22.74417832,22.1803789,46.0396589,24.14563066,30.01484587,34.81051114,33.41505832,36.46938212,61.1752338,68.29848264,85.86112197,89.90835723,103.0923096,81.81938717,81.50658455,76.25186382,121.2889031,161.104587,145.9085169,155.1145342,173.1937926,189.4883321,164.1085839,160.2271635,106.1850343,103.8106259,125.8397291,143.0023482,136.037452,185.3025144,321.9351924,113.2051112,192.8647271,179.8992159,109.613446,117.6691794,120.6087244,91.80682028,78.45869327,97.89973568,104.4541204,69.69350601,63.34866222,69.69300453,
Latvia,LVA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
